C_CUSTKEY	C_NAME	C_ADDRESS	C_NATIONKEY	C_PHONE	C_ACCTBAL	C_MKTSEGMENT	C_COMMENT
1290	Customer#000001290	0Q9URl0Y3rJWt9GYZF	24	34-837-161-2672	8108.42	MACHINERY 	requests at the ironic asymptotes wake against the slyly bold requests. unusual, even packa
1291	Customer#000001291	dg3hkdHiI9zqk7l3242Q28OLLFy,1vZ,	7	17-693-294-2656	8227.37	BUILDING  	furiously final somas wake regular requests. ironic accounts impress above the slyl
1292	Customer#000001292	QVr2XTDOMzWcLKHtNgrLK	21	31-966-407-1575	5509.11	BUILDING  	ironically special asymptotes sleep. frets play. furiously regular deposit
1293	Customer#000001293	E79dBMCNl5xXBwtnSsjuBLa16VgrLsKz	12	22-517-223-6566	2565.67	HOUSEHOLD 	blithely final deposits believe furiously quickly final dolphins. accounts sleep. fluffily final foxes affix bli
1294	Customer#000001294	EZVIKislr4L0PrBP8LShL	23	33-506-204-7796	-808.13	AUTOMOBILE	unusual, daring accounts wake slyly. fluffily quiet theodolites
1295	Customer#000001295	kded3b,5e5	24	34-259-484-2624	753.62	BUILDING  	quickly bold accounts haggle slyly regular requests. final requests above the qui
1296	Customer#000001296	cLAyTJcfD3T4hKW52lIU9yk	5	15-130-485-4234	3034.69	MACHINERY 	accounts thrash upon the blithely regular requests. regular, special realms cajole a
1297	Customer#000001297	4QnYEe0KXOP3yridKldXROs7jQdMu9tE	21	31-579-682-9907	6074.01	HOUSEHOLD 	blithely even sheaves may nag. foxes eat carefully b
1298	Customer#000001298	ujAPYPBrLW,oIxGpuWmxoTDscSXFOP Tjk	15	25-765-244-1549	3903.54	AUTOMOBILE	instructions are: accounts nag eve
1299	Customer#000001299	vm2THnXrMKrn5xvPL88EMT9QntU	11	21-150-179-4763	808.39	HOUSEHOLD 	silent, special foxes haggle carefully. quickly final e
1300	Customer#000001300	VmW1dNLVaQY0ud6Csa5WHWuV8	23	33-581-399-6027	-370.44	BUILDING  	fluffily final platelets cajole carefully across the carefu
1301	Customer#000001301	oR0kHfL6GWhF VPD,mM1Jxsd9l3nZEkfDn	10	20-339-347-9046	8966.63	MACHINERY 	furiously final deposits are blithely: quietly ir
1302	Customer#000001302	vyImQ4AVgv,Rn	9	19-316-212-9313	197.9	MACHINERY 	furiously final requests across the thinly quick packages haggle furiously furiously unusual reque
1303	Customer#000001303	MarfB1lCCs2MZ8CWdWqCfb	5	15-658-234-7985	2020.15	MACHINERY 	slyly ironic excuses lose furiously. unusual pinto bea
1304	Customer#000001304	1sXtodRtFvBd449a2aJ	11	21-638-815-3982	4548.46	AUTOMOBILE	pending, even requests affix about the sheaves. furiously unusual requests eat slyly regular packages. slyly r
1305	Customer#000001305	xHgwqc1p0eLf5F8JkE7zvYXPHhIOP5IgLRJgR	23	33-396-634-9150	4900.66	MACHINERY 	silent pinto beans may maintain along
1306	Customer#000001306	0YRFIqAc5imIKGi9cEYtn6L	12	22-923-551-9639	6464.77	MACHINERY 	quickly pending ideas wake quickly ironic p
1307	Customer#000001307	L OAVSFQauP87kLdHouM8	3	13-970-299-8199	4344.52	MACHINERY 	quickly even accounts breach. slyly expr
1308	Customer#000001308	Ndovi7D9gJ u1gjQwYOkIARup6VzhQFCHHmSMw	18	28-560-833-2066	9290.53	MACHINERY 	blithely final foxes nag quickly against the even instructions. furiously ironic accounts into the ironic theodolit
1309	Customer#000001309	xaOhk73bjekYrVc5zZ36c,GuZUxsMHjo7WH9WVe	10	20-821-905-5952	-922.69	AUTOMOBILE	furiously ironic pinto beans detect blithely. special dolphins s
1310	Customer#000001310	bN, XpseFnbjZRh3fryWogaudZB	17	27-538-338-3378	204.84	HOUSEHOLD 	final requests wake carefully unusual, even acc
1311	Customer#000001311	rcff2L75vK5EOUaPK DiDz6atB	13	23-647-279-5735	8713.24	FURNITURE 	silent, regular asymptotes amo
1312	Customer#000001312	f5zgMB4MHLMSHaX0tDduHAmVd4	3	13-153-492-9898	9459.5	BUILDING  	furiously final foxes breach 
1313	Customer#000001313	Ax4TI4jbHvaYUaaFuEUQTiMWQvrjez G	23	33-623-834-3089	889.11	MACHINERY 	furiously bold multipliers nag slyly regular pinto beans. furiously even foxes a
1314	Customer#000001314	auN4t99aykk1AlmJl	1	11-290-301-2722	3218.33	HOUSEHOLD 	unusual, ironic requests cajole carefully? regular, i
1315	Customer#000001315	5J941XxxkE	10	20-941-614-6433	1447.84	AUTOMOBILE	furiously bold pinto beans against the bold accounts hag
1316	Customer#000001316	nmbpR1rqOdlUDvT6C HXUhm2	5	15-642-801-1329	-158.39	BUILDING  	slyly express excuses wake blithely furiously enticing deposits. furiously
1317	Customer#000001317	a6M1wdC44LW	14	24-518-294-8197	8925.08	AUTOMOBILE	bold, special deposits haggle. furiously ironic accounts after t
1318	Customer#000001318	yrASJAqw67PQxFYVAVsGU	14	24-524-279-4270	5812.93	BUILDING  	express deposits are fluffily alongside of the quickly even instructions. express, re
1319	Customer#000001319	c5M1KcH60UZPYsa	9	19-573-345-3305	4910.48	MACHINERY 	ironic accounts across the blithely final theodolites boost pending i
1320	Customer#000001320	8gman6hzpuKUsX7mKU9katXpP1ia	15	25-116-108-3791	6407.13	MACHINERY 	blithely bold accounts are stealthy warthogs. carefully re
1321	Customer#000001321	dWd3MhPQY3	10	20-571-787-3958	3589.49	FURNITURE 	grouches promise blithely. even r
1322	Customer#000001322	35jI39rgIHCI4Pwvpy1beKgL0	13	23-207-256-7245	2621.71	FURNITURE 	deposits affix along the furiously regular theodolites. sometimes bold packages on the furiously blithe 
1323	Customer#000001323	r9R6okXwQID,	23	33-476-768-7390	6006.81	HOUSEHOLD 	deposits sleep fluffily according to the even asymptotes. furiously final re
1324	Customer#000001324	6qS1ZDpAYr9aED9Yh ggf8ACJcPi7sp	7	17-415-957-9976	7548.88	AUTOMOBILE	slyly express accounts are alongside of the blithely bold excuses. ironic instructions sleep. fu
1325	Customer#000001325	Agu uZvi6Xv77 nE7W8	7	17-687-303-1074	9108.61	HOUSEHOLD 	deposits sleep blithely according to the furiously silent foxes. express, even instructions along the regular
1326	Customer#000001326	naLuK8XKUP72msE0e	21	31-373-307-4091	-468.49	HOUSEHOLD 	regular patterns sleep against the ironic decoys. silent, regular instructions sleep quickly. pending 
1327	Customer#000001327	LBVMBxjllZpTQd	12	22-920-576-6295	0.97	MACHINERY 	regular ideas detect slyly pending dependencies. regular pains haggle carefully. slyly speci
1328	Customer#000001328	fjKlKFyxTQRJjLeT1Md	10	20-305-428-9878	3264.99	AUTOMOBILE	ironic, ironic ideas sleep slyly. ironically unusual requests wake furiously slyly final ideas. bold accounts
1329	Customer#000001329	Q3 pefFAcrEYPQ6J AC	17	27-945-826-8003	4645.91	BUILDING  	slyly pending pinto beans sublate furiously final deposits. regular ideas haggle. final accounts wake. foxes 
1330	Customer#000001330	MGY4P7QIy3	1	11-353-524-1234	3893.14	BUILDING  	blithely final excuses mold busily carefully final deposits. bold, ironic ideas according 
1331	Customer#000001331	mjaArHGsPWg	8	18-140-389-1328	2005.02	BUILDING  	carefully final instructions boost always on the blithely 
1332	Customer#000001332	1JMz4nbClfcxmzPyWyJK	18	28-560-351-6594	3323.04	FURNITURE 	express, close packages nag furiously furiously regular requests. express, special excuses 
1333	Customer#000001333	o9o6lky2KYgFZ2cSx5lyFQYufM1i1d	2	12-154-975-6824	1330.85	AUTOMOBILE	slyly special requests are. regular, express requests boost
1334	Customer#000001334	gZkxQY2Aa3o D6f1O 7nsPdg6BJ3	5	15-493-800-1041	2485.71	BUILDING  	quickly bold ideas are furiously across the quickly ironic instructions. ironic grouc
1335	Customer#000001335	VeQAJlVqZgl0adTxSpZ6P2ZVIC0kWokJ	10	20-744-779-7057	8341.67	BUILDING  	requests cajole. foxes haggle furiously blithely bold deposits: slyly reg
1336	Customer#000001336	E4MeTLnSTIOlWkLDwmG7QPf 9Dq	16	26-350-110-5043	1490.21	AUTOMOBILE	permanently busy attainments boost permanently ironic ideas.
1337	Customer#000001337	ACAMJe2Xdw2BCgHrGMd0BX	22	32-528-594-1931	7882.44	MACHINERY 	accounts about the ironic requests wake always blithely regular
1338	Customer#000001338	8Nx5v3cKF MK3ejHdMUgcY,FNZZs1	20	30-763-866-5779	5139	BUILDING  	quickly final accounts boost blithe
1339	Customer#000001339	QGiiQ1iMDmLKLAHsZa L68gZFyPXX18a38IS	4	14-904-963-2452	8167.5	MACHINERY 	express pinto beans are furiously. hockey players use carefully about the pending, unusual
1340	Customer#000001340	dYRQ2tz0OdH	21	31-872-435-1900	280.29	HOUSEHOLD 	slyly final accounts according to the fluffily even requests dazzle even platele
1341	Customer#000001341	n5dnBrBUHnNEnaglCr9jNvONhG tMPb	18	28-701-221-9569	762.69	MACHINERY 	thinly ironic deposits snooze quickly about the thinly unusual courts. blithely even theodolites among the furiou
1342	Customer#000001342	FD6UNqfsYMKkf3ZFZdI4EaYMZ	16	26-340-733-2096	1520.34	MACHINERY 	carefully final excuses x-ray ironic accounts: slyly bold theodolites integrat
1343	Customer#000001343	WtCLJBdycxFOsHyv	18	28-393-594-5247	8303.09	AUTOMOBILE	quickly regular braids are quickly. instructions inte
1344	Customer#000001344	95XSwEZD22AZln3RB	5	15-307-682-9911	2113.32	AUTOMOBILE	carefully bold packages doze. slyly silent requests nag slyly against the ironic packages. final packages abov
1345	Customer#000001345	31zcobEB,6Li4YDZbnNX	9	19-913-651-7783	8593.83	BUILDING  	ideas haggle carefully carefully final excuses. furiously ironic a
1346	Customer#000001346	cuwz2Yvj VKYEXjZzfL	10	20-502-685-6183	4524.45	FURNITURE 	furiously regular packages cajole blithely after the carefully special deposits. theodolites eat quickly.
1347	Customer#000001347	7oXery7shMx	24	34-956-232-6103	8476.43	HOUSEHOLD 	ironic braids solve slyly about the final, ironic fr
1348	Customer#000001348	CgtcDDYMnvsgI1uozRj	23	33-360-732-3579	459.22	MACHINERY 	special pinto beans according to the bold deposits haggle slyly about the regula
1349	Customer#000001349	HvlnFsKOdm39Ge4VPgzE,UN	18	28-950-527-8728	4967.24	AUTOMOBILE	carefully ironic requests are 
1350	Customer#000001350	fc,TCo2zqB9T3C5IbaGkfV3,hLqLr	3	13-486-903-2349	3339.51	AUTOMOBILE	ironic, final deposits are idly. fluffily bold theodolites cajole about the pendin
1351	Customer#000001351	NYMFfkNlCGoTeaDrNO9nn	1	11-916-210-6616	3106	FURNITURE 	furiously regular accounts nag fluffily accounts. caref
1352	Customer#000001352	XW4X8ComPo5mlyrgLn	20	30-631-606-4317	5570.69	FURNITURE 	bold packages above the slyly iron
1353	Customer#000001353	CzscM6Q8vW6	1	11-109-274-1421	3666.51	MACHINERY 	slyly even excuses at the blithely final excuses thrash after the carefully silent th
1354	Customer#000001354	rvGErAt5suIqpuxwtL QPAgN7n7Tyv	13	23-969-619-1363	-897.04	MACHINERY 	quickly pending dolphins haggle blithely 
1355	Customer#000001355	c1r6G98ixzLQkvUV2KphsFwhYvpDo18oToGB	20	30-918-883-1662	2351.1	AUTOMOBILE	special foxes cajole carefully. furiously final packages according to the carefully blithe instructions detect
1356	Customer#000001356	3SLzAiW4PihnFUE243 AHKkwtL1PCj	5	15-656-712-5740	927.39	HOUSEHOLD 	furiously special deposits cajol
1357	Customer#000001357	S1bDHNFkDEi,Gbsc3	15	25-242-146-4223	8627.9	BUILDING  	furiously ironic pinto beans sleep. unusual dolphins affix final p
1358	Customer#000001358	t23gsl4TdVXqTZha DioEHIq5w7y	3	13-264-253-1258	5149.23	BUILDING  	slyly regular tithes are fluffily among the furiously bold packag
1359	Customer#000001359	F5XtTR5KeZ,wAL	11	21-124-833-5784	4069.82	FURNITURE 	furiously final packages about the pending, even requests hang fluffily instructions. theodo
1360	Customer#000001360	xeaT6W6D569UKCKU86iK9b6aUanlra	19	29-574-552-4018	1422.57	MACHINERY 	carefully final accounts above the furiously final pinto beans cajole above the furiously ironic the
1361	Customer#000001361	OAHRbO5RS8,yFt16e7glYM4oVEZpf8BefK5DA,7	13	23-104-975-7608	4128.86	HOUSEHOLD 	final accounts nag? slyly unusual deposits cajole sometimes blithely express epitaphs. blithely bold notorni
1362	Customer#000001362	FKywgbtf4ib	7	17-801-385-5904	3718.92	MACHINERY 	slyly special foxes under the bold requests caj
1363	Customer#000001363	mYa,yAtLmW2mCglfc7cZ8LrPuP0	13	23-964-365-7781	-112.46	HOUSEHOLD 	carefully even foxes use blithel
1364	Customer#000001364	INrMv02tUJWFSRMEbBl0oUTtCjry8qUcI8T	19	29-992-959-9626	-181.69	BUILDING  	quickly regular pearls wake slyly ironic 
1365	Customer#000001365	DOifjgJKjlSgnpPJ3cHLl2yi EseDZbg3	17	27-358-301-5393	2207.81	MACHINERY 	even ideas may engage carefully according to the slyly express foxes: pending
1366	Customer#000001366	v3YAa1hq4Qc7FdpLg4Jh0b7xo0soyvq1w,Yrb	20	30-193-707-6924	1634.7	HOUSEHOLD 	silent, ironic packages sleep furiously carefully ironic requests. carefully bold accounts poach. regularly un
1367	Customer#000001367	gN803k703pZ1YizV5fp6S8	22	32-462-328-6604	5420.32	HOUSEHOLD 	furiously pending packages boost. furiously express deposits run furi
1368	Customer#000001368	4PxJqZUIML EhegD7RXkLY8	15	25-801-622-7438	6376.18	BUILDING  	slyly regular requests solve among the foxes. ironic orbits against the instructions use among 
1369	Customer#000001369	rXTwOzU0a2ak4Nj5L5b1aLij	10	20-232-617-7418	498.77	AUTOMOBILE	blithely final packages wake furiously carefully express instruct
1370	Customer#000001370	WN7onCgcC,,Lt4dC4C f7SCgnHWSjeTUp	18	28-575-379-5893	9802.04	BUILDING  	fluffily regular deposits use. carefully pending deposit
1371	Customer#000001371	H,U3MSp1OTLGIQuW2	7	17-492-673-8157	4943.58	BUILDING  	slyly final pinto beans detect slyly. blithely ironic deposits
1372	Customer#000001372	WiWQk7DyBtI,hfP0CIZ	23	33-563-510-6488	1796.09	HOUSEHOLD 	dolphins integrate quickly. ironic, pending deposits detect furiously according to the furiously pending acco
1373	Customer#000001373	fAfmAacTlPc	13	23-959-476-7310	909.84	FURNITURE 	ironic pinto beans are according to the slyly pending accounts. regul
1374	Customer#000001374	vRPteZtcyV	19	29-869-316-1166	-411.43	AUTOMOBILE	slyly ironic requests across the regular instructions integrate slyly
1375	Customer#000001375	lpKhW7g QK7Y13sxKlRvRYI7SItbTbcBxae	14	24-620-497-1489	2011.11	BUILDING  	quietly special pinto beans nag. never furious warthogs use blithely ar
1376	Customer#000001376	VushDntQeYmYLT22vW09rlg5j06B	12	22-972-150-2900	6761.52	HOUSEHOLD 	carefully ironic packages boost slyly. furiously regular deposits integrate regular, special packages. quickly ironi
1377	Customer#000001377	P7aUKm47hbe14nVZSrwZ	17	27-398-963-9520	8839.15	MACHINERY 	fluffily final requests nod blithely. furiously ironic courts sleep above the final, bold courts. regul
1378	Customer#000001378	zDULZOX6KrHF6aL1AMsIg0Ivv4Crz	17	27-806-173-2824	2675.73	HOUSEHOLD 	carefully final requests use fluffily after the final, final accounts. slyly final platelets are against the request
1379	Customer#000001379	rqYSBCMywMKnfcp2DwotVqI	6	16-695-982-9623	1008.26	MACHINERY 	blithely ironic deposits nag fur
1380	Customer#000001380	a,q fKSYFADxRtRQWSppP8YKp	17	27-641-565-1036	3723.53	HOUSEHOLD 	unusual ideas among the blithely silent multipliers c
1381	Customer#000001381	HqKfFUD6Ib9yoFM5cIgMxjXaqdJAyKSN5w Od	22	32-418-900-6494	367.82	BUILDING  	slyly even packages sleep unusual, regul
1382	Customer#000001382	uiTMgqzTPqAPoKQwbnv	10	20-962-576-3853	8898.67	AUTOMOBILE	furiously final instructions sleep fluffily 
1383	Customer#000001383	bSLtrtrAaAky9GZuKhlQqp8BB	15	25-267-778-1591	2092.61	AUTOMOBILE	slyly regular foxes upon the final deposits haggle car
1384	Customer#000001384	bQI5haTy6PHM8MyRtKSlvU4ixAUg	8	18-788-299-9227	1534.38	HOUSEHOLD 	furiously ironic asymptotes hin
1385	Customer#000001385	4jAtwsWIITPzhTIx7jblhjp9aAzejEGnu	3	13-693-138-5884	2326.75	BUILDING  	blithely final deposits must wake quickly silently pending notornis. u
1386	Customer#000001386	uByG5EoybI5dNNLzU5uD4Ba	11	21-450-191-9064	9643.87	BUILDING  	ironic deposits according to the blithe theodolites use closely carefully close pinto beans. regular, special e
1387	Customer#000001387	GQhAzCMyKiDoel3	19	29-444-890-8990	8541.87	BUILDING  	express theodolites integrate carefully accounts. blith
1388	Customer#000001388	WaKdgWEru70hsL8nyLeEkneHyM59Lboo5zfWv	13	23-185-747-9502	291.44	FURNITURE 	accounts boost slyly after the sl
1389	Customer#000001389	ORf,IQyXsXJ1svlQ,5U	19	29-865-304-6982	1111.02	FURNITURE 	pending ideas affix. ironic, final dep
1390	Customer#000001390	fQm,RnwO4Tt PMQIB	11	21-978-977-8988	3931.31	HOUSEHOLD 	fluffily final requests sleep blithely ironic fox
1391	Customer#000001391	7MqN5yFijW6Yua7LVU6i7QMjjiyJ2KTZEaQ	23	33-558-545-3053	5510.28	FURNITURE 	furiously bold instructions are quickly according to the bravely unusual accounts. final, regular accoun
1392	Customer#000001392	iXmNoe7IBgjc	22	32-561-640-4912	249.82	HOUSEHOLD 	fluffily final requests cajole 
1393	Customer#000001393	zVp5Hbhro,9rTwCYys1HUk	24	34-953-819-7858	5672.05	FURNITURE 	even, regular instructions detect a
1394	Customer#000001394	eE8wv lYYKLXB	3	13-580-581-6470	2233.1	MACHINERY 	even, unusual dependencies haggle inside the final accounts.
1395	Customer#000001395	XJoxiYIaBYgEE	23	33-291-909-3901	8733.39	MACHINERY 	fluffily unusual foxes along the un
1396	Customer#000001396	M4dHuyrttFfeBr	3	13-523-516-9742	7149.43	BUILDING  	fluffily express deposits at the quietly even ideas wake according to the slyly final dolphins. fi
1397	Customer#000001397	1bk KBemIEsKhD3VyXa6IRLx 4GH u	8	18-294-992-6523	5466.83	AUTOMOBILE	final packages sleep fluffily after th
1398	Customer#000001398	K1rQq6exc3WcVCcgIjA4SaeqxtK2,HG1	8	18-377-181-4654	7004.9	HOUSEHOLD 	slyly close deposits near the boldly ironic t
1399	Customer#000001399	FOuY,endAFj	0	10-775-919-7154	7352.14	AUTOMOBILE	packages wake quickly against the blithely
1400	Customer#000001400	BuouRkR7J f	0	10-217-180-5310	2432.73	BUILDING  	furiously express platelets use carefully quickly regular packages. spec
1401	Customer#000001401	C4vlB8ENikVmaMizX3nH3zgds6	9	19-339-404-7859	8908.63	BUILDING  	slyly express foxes use; special dependencies after the deposits sleep ca
1402	Customer#000001402	F7 m0JwiCABmbJLPQpCJ2	6	16-713-144-2780	4396.25	AUTOMOBILE	express ideas against the courts haggle blithely blithely ironic pinto 
1403	Customer#000001403	,ql804gtMc3uxTfP,lt4yRBWQ	12	22-458-624-2509	9782.34	HOUSEHOLD 	carefully ironic instructions nag f
1404	Customer#000001404	pIO5i3yjeODChGMHoVvrX,Ctpdj	12	22-320-701-5582	3828.46	MACHINERY 	fluffily pending platelets about the pending foxes mold regular packages. slyly brave realms sleep blithel
1405	Customer#000001405	i9khsGcg17kWI4q5LKTcc8U3aFojf403	16	26-285-488-6682	3987.39	BUILDING  	packages above the carefully pending notornis integrate carefully a
1406	Customer#000001406	g1xS4snd0fzl4R,JmPHfEzRD	5	15-767-155-6419	2023.59	HOUSEHOLD 	requests use blithely. fluffily express accounts a
1407	Customer#000001407	zZsTZ3nI1rG5X	14	24-529-300-1554	7424.99	BUILDING  	brave packages above the slyly bol
1408	Customer#000001408	NMIb3p1DyU,Z4XOFUS0B,	11	21-901-381-6344	5920.09	HOUSEHOLD 	pinto beans nod quickly across the furiously ironic foxes. slyly final depo
1409	Customer#000001409	jzfaCksWUNlI	11	21-667-401-3780	1959.17	MACHINERY 	final accounts according to the slyly pending dependencies play above the furiou
1410	Customer#000001410	yEUlreh6mkGmg8SIwKZooUOJ42kuZwAptaR4HAJ	22	32-358-270-1819	2716.95	HOUSEHOLD 	quickly special foxes poach at the spec
1411	Customer#000001411	4iLVKtSmtJpU	21	31-898-640-7625	772.14	AUTOMOBILE	slyly ironic accounts detect. final, special accounts wak
1412	Customer#000001412	gfsI6WU i7kYypv09gGIqUFrUod9uhb	10	20-715-510-2804	6368.38	BUILDING  	final foxes haggle unusual, express deposits. furiously regular gifts 
